road,km,type,model_type,name,length,condition,lat,lon,intersec_to,id
N1,397.635,link,link,link,82.0,,21.320845955123,92.0891901992494,,915
N1,397.679,Arch Masonry,bridge,Jasoya check post.,1.3,B,21.3205831278931,92.0894967632047,,916
N1,398.0425,link,link,link,702.0,,21.3183963970461,92.0917280182082,,917
N1,398.406,Steel Beam & RCC Slab,bridge,MARIECHA BAZAR,49.3,C,21.3162096661991,92.0939592732117,,918
N1,398.929,link,link,link,1020.0,,21.31221825481005,92.0956120523953,,919
N1,399.452,Box Culvert,bridge,MORICHIA PALONG,2.4,B,21.308226843421,92.0972648315789,,920
N1,399.7395,link,link,link,573.0,,21.30587168116995,92.0970567887624,,921
N1,400.027,Slab Culvert,bridge,MORICHIA PALONG,2.3,C,21.3035165189189,92.0968487459459,,922
N1,400.2435,link,link,link,401.0,,21.3016309404504,92.0971630025225,,923
N1,400.46,Steel Beam & RCC Slab,bridge,SHAPUR STEEL BEAM AND RCC SLAB,61.3,D,21.2997453619819,92.0974772590991,,924
N1,401.106,link,link,link,1254.0,,21.29426008099095,92.09871611398935,,925
N1,401.752,Box Culvert,bridge,SHAPUR,14.1,A,21.2887748,92.0999549688796,,926
N1,401.821,link,link,link,125.0,,21.288162425,92.10000868008295,,927
N1,401.89,Steel Beam & RCC Slab,bridge,COTBAZR MUSLIM HOS,11.0,B,21.28755005,92.1000623912863,,928
N1,402.1065,link,link,link,422.0,,21.2856441407718,92.1003085130928,,929
N1,402.323,Box Culvert,bridge,COURT BAZAR,10.3,A,21.2837382315436,92.1005546348993,,930
N1,402.909,link,link,link,1160.0,,21.2788720112035,92.10248848993959,,931
N1,403.495,Box Culvert,bridge,RATNAPALANG,14.0,A,21.2740057908634,92.1044223449799,,932
N1,403.502,link,link,link,5.0,,21.27394898052205,92.10445045742969,,933
N1,403.509,Steel Beam & RCC Slab,bridge,CHADIRIKHANA,23.5,A,21.2738921701807,92.1044785698795,,934
N1,403.6495,link,link,link,258.0,,21.27275190547185,92.1050428269076,,935
N1,403.79,Steel Beam & RCC Slab,bridge,CHADIRIKHANA,23.5,A,21.271611640763,92.1056070839357,,936
N1,404.0915,link,link,link,586.0,,21.2696264566121,92.1073800376649,,937
N1,404.393,Steel Beam & RCC Slab,bridge,EJILA,11.1,C,21.2676412724612,92.1091529913941,,938
N1,404.44,link,link,link,63.0,,21.2673874077452,92.10951252117036,,939
N1,404.487,Steel Beam & RCC Slab,bridge,HIZOLIA BRIDGE,50.6,C,21.2671335430292,92.1098720509466,,940
N1,404.6305,link,link,link,256.0,,21.26635844543885,92.11096976419961,,941
N1,404.774,Steel Beam & RCC Slab,bridge,MODDO RAJAPALONG,11.5,C,21.2655833478485,92.1120674774526,,942
N1,405.251,link,link,link,945.0,,21.262815358819353,92.1155267825025,,943
N1,405.728,Steel Beam & RCC Slab,bridge,JADIMURA BRIDGE,6.6,C,21.2600473697902,92.1189860875524,,944
N1,405.8485,link,link,link,236.0,,21.259335796223752,92.119852035944,,945
N1,405.969,Slab Culvert,bridge,JADI MORA (2 CULVERT,2.4,A,21.2586242226573,92.1207179843356,,946
N1,406.0935,link,link,link,239.0,,21.2578396595429,92.1215672439535,,947
N1,406.218,Arch Masonry,bridge,JADIMORA (3,17.0,A,21.2570550964285,92.1224165035714,,948
N1,406.3675,link,link,link,289.0,,21.256130765787447,92.12340185722499,,949
N1,406.517,Slab Culvert,bridge,JADIMORA (1,2.4,A,21.2552064351464,92.1243872108786,,950
N1,406.654,link,link,link,267.0,,21.254504617573197,92.1254921504393,,951
N1,406.791,Steel Beam & RCC Slab,bridge,WEST OGALA,11.1,C,21.2538028,92.12659709,,952
N1,407.015,link,link,link,438.0,,21.25212825,92.128673195,,953
N1,407.239,Steel Beam & RCC Slab,bridge,OKYIA STATION,8.5,C,21.2504537,92.1307493,,954
N1,407.512,link,link,link,541.0,,21.24970909359795,92.1317951956466,,955
N1,407.785,Slab Culvert,bridge,UKLIA-SHAHABMARKAT,2.4,C,21.2489644871959,92.1328410912932,,956
N1,408.01,link,link,link,438.0,,21.2473453732646,92.13507264931326,,957
N1,408.235,Steel Beam & RCC Slab,bridge,UKHIYA BAZAR,20.7,B,21.2457262593333,92.1373042073333,,958
N1,410.02250000000004,link,link,link,3564.0,,21.23830236897355,92.14903067668645,,959
N1,411.81,Slab Culvert,bridge,P. F PARA SLAB,2.0,A,21.2308784786138,92.1607571460396,,960
N1,411.909,link,link,link,191.0,,21.23009700594055,92.16105664554455,,961
N1,412.008,Steel Beam & RCC Slab,bridge,KUTUB PALONG,11.3,C,21.2293155332673,92.1613561450495,,962
N1,412.4695,link,link,link,916.0,,21.2254177545124,92.1615297020702,,963
N1,412.931,Slab Culvert,bridge,KUTU - PALONG MOSZID SLAB,2.2,B,21.2215199757575,92.1617032590909,,964
N1,413.08299999999997,link,link,link,297.0,,21.22024002887875,92.16189050854544,,965
N1,413.235,Steel Beam & RCC Slab,bridge,KOSHO - BINNA - BRIDGE,10.9,C,21.218960082,92.162077758,,966
N1,413.3325,link,link,link,188.0,,21.218168065125,92.162280874875,,967
N1,413.43,Slab Culvert,bridge,KASHO - BINNAI SLAB,2.1,C,21.21737604825,92.16248399175,,968
N1,413.545,link,link,link,228.0,,21.216693817194297,92.1630740740928,,969
N1,413.66,Slab Culvert,bridge,KATU PALLANG SLAB,2.0,A,21.2160115861386,92.1636641564356,,970
N1,413.7805,link,link,link,239.0,,21.215473774701948,92.1646076797484,,971
N1,413.901,Slab Culvert,bridge,KUTUNG PALANG SLAB,1.8,A,21.2149359632653,92.1655512030612,,972
N1,413.95050000000003,link,link,link,97.0,,21.214683412244852,92.16597897397955,,973
N1,414.0,Slab Culvert,bridge,KOSUKONA,2.2,A,21.2144308612244,92.1664067448979,,974
N1,414.528,link,link,link,1052.0,,21.210367794791303,92.16821238140415,,975
N1,415.056,Box Culvert,bridge,BALAKHALI TV CENTER,6.4,A,21.2063047283582,92.1700180179104,,976
N1,415.176,link,link,link,236.0,,21.205322857822352,92.17018737185839,,977
N1,415.296,Slab Culvert,bridge,BALUKHALI-2 SLAB,2.2,A,21.2043409872865,92.1703567258064,,978
N1,415.435,link,link,link,275.0,,21.2031540802656,92.17037869677415,,979
N1,415.574,Box Culvert,bridge,BALUKHALI KASTOM,3.1,A,21.2019671732447,92.1704006677419,,980
N1,415.81550000000004,link,link,link,462.0,,21.199799795914352,92.1704889661718,,981
N1,416.057,RCC Girder Bridge,bridge,Balukali Old bus Stand Bridge,38.7,C,21.197632418584,92.1705772646017,,982
N1,416.20550000000003,link,link,link,276.0,,21.196473974581252,92.1705423653587,,983
N1,416.354,Box Culvert,bridge,BAKUHHALI KASHAMIA,3.0,A,21.1953155305785,92.1705074661157,,984
N1,416.65999999999997,link,link,link,606.0,,21.1930443147145,92.1692888930195,,985
N1,416.966,RCC Girder Bridge,bridge,BALUKHALI,9.4,B,21.1907730988505,92.1680703199233,,986
N1,417.12800000000004,link,link,link,312.0,,21.1898325169307,92.16697383786101,,987
N1,417.29,RCC Girder Bridge,bridge,Balukhali Boro Bridge,15.4,D,21.1888919350109,92.1658773557987,,988
N1,417.7605,link,link,link,933.0,,21.1864331832422,92.16259000036,,989
N1,418.231,Box Culvert,bridge,GOGU GONA,1.2,A,21.1839744314735,92.1593026449213,,990
N1,418.4955,link,link,link,527.0,,21.181840571101553,92.1585668505722,,991
N1,418.76,Box Culvert,bridge,THANGKHALI BOX CULVERT,3.1,C,21.1797067107296,92.1578310562231,,992
N1,418.898,link,link,link,273.0,,21.1785619337153,92.15743413378165,,993
N1,419.036,Box Culvert,bridge,THANG KHALI BOX CULVERT,3.1,B,21.177417156701,92.1570372113402,,994
N1,419.15700000000004,link,link,link,216.0,,21.176418983288748,92.1566449124602,,995
N1,419.278,RCC Girder Bridge,bridge,Thang Khali Bridge,48.2,D,21.1754208098765,92.1562526135802,,996
N1,419.454,link,link,link,323.0,,21.1739518081297,92.15577332327945,,997
N1,419.63,RCC Girder Bridge,bridge,CHANG KHALI BRIDGE,9.4,C,21.1724828063829,92.1552940329787,,998
N1,419.755,link,link,link,230.0,,21.1714275782943,92.15501640476094,,999
N1,419.88,RCC Girder Bridge,bridge,CHANG KHALI BRIDGE,31.1,B,21.1703723502057,92.1547387765432,,1000
N1,419.9865,link,link,link,193.0,,21.1695968570383,92.15420058633609,,1001
N1,420.093,RCC Girder Bridge,bridge,Jam Toli Bridge,9.4,C,21.1688213638709,92.153662396129,,1002
N1,420.1365,link,link,link,81.0,,21.168527147389952,92.15340418897355,,1003
N1,420.18,Box Culvert,bridge,JAM TOLI BOX CULVERT,3.0,A,21.168232930909,92.1531459818181,,1004
N1,420.293,link,link,link,220.0,,21.16744913956515,92.15274181521735,,1005
N1,420.406,RCC Girder Bridge,bridge,DAIM PARA BRIDGE,9.3,B,21.1666653482213,92.1523376486166,,1006
N1,420.4715,link,link,link,125.0,,21.1661189539525,92.15227292529639,,1007
N1,420.537,Box Culvert,bridge,DAIM PARA CULVERT,3.0,C,21.1655725596837,92.1522082019762,,1008
N1,420.5715,link,link,link,65.0,,21.16528018296685,92.15219913692559,,1009
N1,420.606,Box Culvert,bridge,DAIM PARA CULVERT,4.6,A,21.16498780625,92.152190071875,,1010
N1,420.779,link,link,link,343.0,,21.163481775370748,92.15226076941204,,1011
N1,420.952,Box Culvert,bridge,DAIM PARA CULVERT,1.25,C,21.1619757444915,92.1523314669491,,1012
N1,421.054,link,link,link,202.0,,21.1610901227087,92.15242859227084,,1013
N1,421.156,Box Culvert,bridge,DAIM PARA CULVERT,3.0,A,21.1602045009259,92.1525257175926,,1014
N1,421.257,link,link,link,199.0,,21.15932898778685,92.1525226404864,,1015
N1,421.358,Box Culvert,bridge,PALONG KHALI CULVERT,3.0,C,21.1584534746478,92.1525195633802,,1016
N1,421.71950000000004,link,link,link,717.0,,21.1554583769465,92.1529670750863,,1017
N1,422.081,RCC Girder Bridge,bridge,PALONG KHALI BAZAR (1,9.4,C,21.1524632792452,92.1534145867924,,1018
N1,422.264,link,link,link,354.0,,21.151176964157898,92.15431510417685,,1019
N1,422.447,RCC Bridge,bridge,PALONG KHALI BAZAR BRIDGE,15.2,C,21.1498906490706,92.1552156215613,,1020
N1,422.6155,link,link,link,300.0,,21.148829161709997,92.1561291233271,,1021
N1,422.784,RCC Girder Bridge,bridge,PALONG KHALI RCC GIDER BRIDGE,58.0,C,21.1477676743494,92.1570426250929,,1022
N1,423.113,link,link,link,627.0,,21.14515696459405,92.15823592061095,,1023
N1,423.442,RCC Girder Bridge,bridge,KARUN TOLI RCC GIDER BRIDGE,3.3,B,21.1425462548387,92.159429216129,,1024
N1,423.55600000000004,link,link,link,219.0,,21.141705510503897,92.1599757222436,,1025
N1,423.67,RCC Girder Bridge,bridge,Karontoli Bridge,15.4,C,21.1408647661691,92.1605222283582,,1026
N1,423.73699999999997,link,link,link,125.0,,21.14053761061355,92.1610376616915,,1027
N1,423.804,RCC Girder Bridge,bridge,GIVATOLI RCC GIDER BRIDGE,3.3,A,21.140210455058,92.1615530950248,,1028
N1,423.93949999999995,link,link,link,268.0,,21.1395488195688,92.1625955012437,,1029
N1,424.075,RCC Girder Bridge,bridge,GIVA TOLI RCC GIDER BRIDGE,3.3,A,21.1388871840796,92.1636379074626,,1030
N1,424.173,link,link,link,194.0,,21.1384768398846,92.1644178537313,,1031
N1,424.271,Box Culvert,bridge,GIVA TOLI BOX CULVERT,1.2,A,21.1380664956896,92.1651978,,1032
N1,424.33299999999997,link,link,link,107.0,,21.137993789308197,92.16577560975605,,1033
N1,424.395,RCC Girder Bridge,bridge,GIVATOLI RCC GIDER BRIDGE,32.0,C,21.1379210829268,92.1663534195121,,1034
N1,424.486,link,link,link,160.0,,21.13776676970765,92.1672060624278,,1035
N1,424.577,RCC Girder Bridge,bridge,Kata Khali Bridge,12.3,D,21.1376124564885,92.1680587053435,,1036
N1,424.68,link,link,link,199.0,,21.13747375315195,92.16903495894479,,1037
N1,424.783,Box Culvert,bridge,ULI BANIA BOX CULVERT,1.2,C,21.1373350498154,92.1700112125461,,1038
N1,425.025,link,link,link,476.0,,21.136973792876447,92.1722569961168,,1039
N1,425.267,RCC Girder Bridge,bridge,Porbo Kata Khali Bridge,15.2,C,21.1366125359375,92.1745027796875,,1040
N1,425.361,link,link,link,178.0,,21.136326916795,92.1752798867921,,1041
N1,425.455,RCC Girder Bridge,bridge,ULUBANIA RCC GIDER BRIDGE,4.8,A,21.1360412976525,92.1760569938967,,1042
N1,425.585,link,link,link,257.0,,21.13547810672095,92.1769974772115,,1043
N1,425.715,Box Culvert,bridge,ULIBANIA BOX CULVERT,1.3,C,21.1349149157894,92.1779379605263,,1044
N1,425.7985,link,link,link,165.0,,21.13457685910925,92.17854833876515,,1045
N1,425.882,RCC Girder Bridge,bridge,DMONIR GONA RCC GIDER BRIDGE,3.3,A,21.1342388024291,92.179158717004,,1046
N1,426.2185,link,link,link,669.0,,21.1330678448927,92.18192522660544,,1047
N1,426.555,RCC Girder Bridge,bridge,BALUR KHALI -(1 RCC GIDER BRIDGE,4.7,B,21.1318968873563,92.1846917362069,,1048
N1,426.71799999999996,link,link,link,323.0,,21.13093530448895,92.18575379422956,,1049
N1,426.881,Box Culvert,bridge,BALU KHALI -2 BOX CULVERT,1.2,C,21.1299737216216,92.1868158522522,,1050
N1,426.898,link,link,link,29.0,,21.129870909909897,92.18693142672669,,1051
N1,426.915,RCC Girder Bridge,bridge,Balu Khali Bridge,7.9,D,21.1297680981982,92.1870470012012,,1052
N1,426.978,link,link,link,121.0,,21.12938709009005,92.18747530660659,,1053
N1,427.041,Box Culvert,bridge,W HIME KANG BOX CULVERT,1.2,A,21.1290060819819,92.187903612012,,1054
N1,427.09749999999997,link,link,link,112.0,,21.12866438423415,92.18828772717714,,1055
N1,427.154,Box Culvert,bridge,WHIKE KANG BOX CULVERT,1.2,A,21.1283226864864,92.1886718423423,,1056
N1,427.1925,link,link,link,76.0,,21.12808984819815,92.18893358453451,,1057
N1,427.231,Box Culvert,bridge,WHIKE KANG BOX CULVERT,1.2,B,21.1278570099099,92.1891953267267,,1058
N1,427.42650000000003,link,link,link,387.0,,21.12648034931695,92.19028139837815,,1059
N1,427.622,RCC Girder Bridge,bridge,Wheke Kang Bridge,6.4,D,21.125103688724,92.1913674700296,,1060
N1,427.71299999999997,link,link,link,177.0,,21.1244320913769,92.19176317904464,,1061
N1,427.804,RCC Girder Bridge,bridge,WHIKE KANG BRIDGE,3.35,A,21.1237604940298,92.1921588880597,,1062
N1,427.861,link,link,link,106.0,,21.1233356509972,92.1924406188086,,1063
N1,427.918,RCC Girder Bridge,bridge,Moa Ex Kang Bridge,13.0,C,21.1229108079646,92.1927223495575,,1064
N1,427.9435,link,link,link,43.0,,21.12272276238935,92.19284145486719,,1065
N1,427.969,RCC Girder Bridge,bridge,HOA EX KANG BAZAE,3.2,A,21.1225347168141,92.1929605601769,,1066
N1,428.03200000000004,link,link,link,88.0,,21.1220523042894,92.1932387630296,,1067
N1,428.095,RCC Girder Bridge,bridge,Hoacx Kang Barbar Bridge,72.6,B,21.1215698917647,92.1935169658823,,1068
N1,428.3365,link,link,link,445.0,,21.120015415053302,92.1949045974489,,1069
N1,428.578,Box Culvert,bridge,AMTULI BOX CULVERT,3.4,A,21.1184609383419,92.1962922290155,,1070
N1,428.734,link,link,link,309.0,,21.11721764224785,92.19668336066155,,1071
N1,428.89,Slab Culvert,bridge,TASSI-PARA BAR,2.8,A,21.1159743461538,92.1970744923076,,1072
N1,428.9855,link,link,link,183.0,,21.11526619787795,92.19754766193626,,1073
N1,429.081,RCC Girder Bridge,bridge,Tasse Bridge,12.8,D,21.1145580496021,92.1980208315649,,1074
N1,429.286,link,link,link,403.0,,21.11322553224785,92.19930681684625,,1075
N1,429.491,Box Culvert,bridge,LAMBA-BIL PORA,1.2,A,21.1118930148936,92.2005928021276,,1076
N1,429.553,link,link,link,123.0,,21.1113515828436,92.20134424820665,,1077
N1,429.615,Box Culvert,bridge,LAMBABIL MIDDLE PARA,1.2,A,21.1108101507936,92.2020956942857,,1078
N1,429.66700000000003,link,link,link,103.0,,21.11034702063485,92.20273767142855,,1079
N1,429.719,Box Culvert,bridge,LAMBABIL MIDDLE,1.2,A,21.1098838904761,92.2033796485714,,1080
N1,429.8155,link,link,link,191.0,,21.10932761733105,92.2041087591694,,1081
N1,429.912,Box Culvert,bridge,LAMBA - BIL - (1 BOX CULVERT,2.8,A,21.108771344186,92.2048378697674,,1082
N1,429.99199999999996,link,link,link,157.0,,21.108543939534847,92.20508592558136,,1083
N1,430.072,Slab Culvert,bridge,LAM BA BIL (2 BOX CULVERT,2.8,A,21.1083165348837,92.2053339813953,,1084
N1,430.17949999999996,link,link,link,213.0,,21.108074917441847,92.20572064297035,,1085
N1,430.287,Box Culvert,bridge,LAMBA BIL (3 BOX CULVERT,1.2,A,21.1078333,92.2061073045454,,1086
N1,430.43449999999996,link,link,link,294.0,,21.106563866666647,92.20675273227269,,1087
N1,430.582,Box Culvert,bridge,LAMBA BIL BOX,1.2,C,21.1052944333333,92.20739816,,1088
N1,430.78,link,link,link,378.0,,21.10366200184105,92.20766880761624,,1089
N1,430.978,RCC Girder Bridge,bridge,Unchi-Prong Bridge,34.2,C,21.1020295703488,92.2079394552325,,1090
N1,431.0725,link,link,link,170.0,,21.1013034924471,92.20825875307075,,1091
N1,431.167,Box Culvert,bridge,ON SIFAPAING BOX CULVERT,3.0,A,21.1005774145454,92.208578050909,,1092
N1,431.2825,link,link,link,229.0,,21.099724223062147,92.2091179833492,,1093
N1,431.398,Box Culvert,bridge,UNCHING OPLONG CULVERT (1,1.2,A,21.0988710315789,92.2096579157894,,1094
N1,431.63750000000005,link,link,link,477.0,,21.096951148746797,92.21055900664155,,1095
N1,431.877,Box Culvert,bridge,KUTUB DIA PARA (1 CULVERT,2.7,A,21.0950312659147,92.2114600974937,,1096
N1,431.91150000000005,link,link,link,66.0,,21.09473824072675,92.21156818020046,,1097
N1,431.946,Box Culvert,bridge,KUTUB DIA PARA CULVERT,2.7,A,21.0944452155388,92.2116762629072,,1098
N1,432.068,link,link,link,241.0,,21.093413973275702,92.21199370518775,,1099
N1,432.19,Slab Culvert,bridge,KUTUB - DIA PARA (3,4.2,A,21.0923827310126,92.2123111474683,,1100
N1,432.3005,link,link,link,218.0,,21.09145437742115,92.2125978688405,,1101
N1,432.411,Slab Culvert,bridge,KANGOR PARA,2.7,A,21.0905260238297,92.2128845902127,,1102
N1,432.5155,link,link,link,207.0,,21.089696528966847,92.21329007863235,,1103
N1,432.62,Box Culvert,bridge,KANGOR PARA MOZGID,1.2,A,21.088867034104,92.213695567052,,1104
N1,432.7425,link,link,link,243.0,,21.08791309190745,92.21426597095375,,1105
N1,432.865,Slab Culvert,bridge,KHAN GIOR PARA (1,2.8,A,21.0869591497109,92.2148363748555,,1106
N1,432.8945,link,link,link,57.0,,21.08672942485545,92.21497373742775,,1107
N1,432.924,Box Culvert,bridge,KHANGOR PRAMARY (2,1.2,A,21.0864997,92.2151111,,1108
N1,433.051,link,link,link,246.0,,21.08545610197625,92.21551547272725,,1109
N1,433.178,RCC Girder Bridge,bridge,KHAN GOR PARA BRIDGE,14.0,B,21.0844125039525,92.2159198454545,,1110
N1,433.30949999999996,link,link,link,255.0,,21.0833272249492,92.2162605315861,,1111
N1,433.441,Box Culvert,bridge,RHANCHOR PARA BOX CULVERT,1.2,A,21.0822419459459,92.2166012177177,,1112
N1,433.553,link,link,link,223.0,,21.081342465830048,92.2170026445731,,1113
N1,433.665,Box Culvert,bridge,KHANCHOR PARA (2,1.0,A,21.0804429857142,92.2174040714285,,1114
N1,433.7455,link,link,link,160.0,,21.079833665845598,92.21776368322381,,1115
N1,433.826,Box Culvert,bridge,KHANCHOR PARA- BOX CULVERT,1.0,A,21.079224345977,92.2181232950191,,1116
N1,433.975,link,link,link,296.0,,21.0782534554885,92.2190266821249,,1117
N1,434.124,Slab Culvert,bridge,NOYA PARA (1 BOX CULVERT,3.0,A,21.077282565,92.2199300692307,,1118
N1,434.247,link,link,link,241.0,,21.0764998626158,92.220682733264,,1119
N1,434.37,RCC Girder Bridge,bridge,NOYA PARA (1 BRIDGE,6.1,C,21.0757171602316,92.2214353972973,,1120
N1,434.4715,link,link,link,197.0,,21.07494747258155,92.2218421709089,,1121
N1,434.573,RCC Girder Bridge,bridge,NAYAPARA,5.8,A,21.0741777849315,92.2222489445205,,1122
N1,434.702,link,link,link,254.0,,21.07333536581735,92.22288087665585,,1123
N1,434.831,Box Culvert,bridge,NOYA PARA,1.3,A,21.0724929467032,92.2235128087912,,1124
N1,434.922,link,link,link,178.0,,21.0718624111721,92.22390258869045,,1125
N1,435.013,RCC Girder Bridge,bridge,GIMON KHALI BRIDGE,5.8,B,21.071231875641,92.2242923685897,,1126
N1,435.1165,link,link,link,200.0,,21.07038410448715,92.22443056762815,,1127
N1,435.22,RCC Girder Bridge,bridge,Gim-mogari Bridge,7.5,C,21.0695363333333,92.2245687666666,,1128
N1,435.48400000000004,link,link,link,524.0,,21.06728809080455,92.22455165823749,,1129
N1,435.748,Box Culvert,bridge,NINA BAZAR BOX CULVERT,1.2,A,21.0650398482758,92.2245345498084,,1130
N1,436.068,link,link,link,624.0,,21.06245675502025,92.22545837956105,,1131
N1,436.388,RCC Girder Bridge,bridge,Noya Bazar(1 Bridge,30.9,C,21.0598736617647,92.2263822093137,,1132
N1,436.494,link,link,link,196.0,,21.058931712461252,92.22644562746385,,1133
N1,436.6,Box Culvert,bridge,NOYA BAZAR CULVERT,1.2,C,21.0579897631578,92.226509045614,,1134
N1,436.6945,link,link,link,184.0,,21.057142057937547,92.22657716438304,,1135
N1,436.789,RCC Girder Bridge,bridge,Naya Bazar(2 Bridge,9.4,D,21.0562943527173,92.2266452831521,,1136
N1,436.926,link,link,link,263.0,,21.05529055621975,92.2270519906501,,1137
N1,437.063,RCC Girder Bridge,bridge,Naya Bazar(3 Bridge,11.8,C,21.0542867597222,92.2274586981481,,1138
N1,437.2735,link,link,link,414.0,,21.0531137094907,92.22857759660491,,1139
N1,437.484,Box Culvert,bridge,KHARANG KHALI - BOX CUVERT (1,2.8,C,21.0519406592592,92.2296964950617,,1140
N1,437.72249999999997,link,link,link,475.0,,21.051394632804197,92.23160481604936,,1141
N1,437.961,Box Culvert,bridge,KHARANG KHAIL,1.2,C,21.0508486063492,92.233513137037,,1142
N1,438.2335,link,link,link,529.0,,21.048654227190298,92.2343168882035,,1143
N1,438.506,RCC Girder Bridge,bridge,MOULIVI BAZAR FISHARI BRIDGE,31.7,C,21.0464598480314,92.23512063937,,1144
N1,438.75649999999996,link,link,link,485.0,,21.0443625246454,92.2359379228336,,1145
N1,439.007,Box Culvert,bridge,MOULOVI BAZAR BOX CULVERT (1,1.2,C,21.0422652012594,92.2367552062972,,1146
N1,439.121,link,link,link,227.0,,21.041353026370402,92.23720466351895,,1147
N1,439.235,Box Culvert,bridge,MOULOVI BAZAR BOX CULVERT,1.2,C,21.0404408514814,92.2376541207407,,1148
N1,439.40700000000004,link,link,link,340.0,,21.039042905555497,92.23835307777776,,1149
N1,439.579,Box Culvert,bridge,ALI AXBAR PARA BOX CULVERT,6.2,A,21.0376449596296,92.2390520348148,,1150
N1,439.8035,link,link,link,430.0,,21.035837902693,92.23987920338524,,1151
N1,440.028,RCC Girder Bridge,bridge,Nila-Hoab Rabg Bridge,32.1,C,21.0340308457564,92.2407063719557,,1152
N1,440.376,link,link,link,678.0,,21.03099265691775,92.24114609826594,,1153
N1,440.724,Slab Culvert,bridge,NILLA BOX CULVERT (1,4.4,A,21.0279544680791,92.2415858245762,,1154
N1,440.8505,link,link,link,249.0,,21.0268071699247,92.2416949972163,,1155
N1,440.977,Slab Culvert,bridge,NILA. BARAR BOX CULVERT,2.9,A,21.0256598717703,92.2418041698564,,1156
N1,441.3215,link,link,link,686.0,,21.022734309438853,92.24230909877114,,1157
N1,441.666,Slab Culvert,bridge,NILA - DORGA- PARA-(1 BOX,2.8,A,21.0198087471074,92.2428140276859,,1158
N1,441.82,link,link,link,305.0,,21.018575251573,92.24332625200715,,1159
N1,441.974,Slab Culvert,bridge,NILA DOGA PARA BOX CULVERT,2.8,A,21.0173417560386,92.2438384763284,,1160
N1,442.0675,link,link,link,185.0,,21.016635395206798,92.2442975881642,,1161
N1,442.161,Slab Culvert,bridge,NAT MURA PARA BOX CULVERT,1.9,A,21.015929034375,92.2447567,,1162
N1,442.5925,link,link,link,839.0,,21.0128488406052,92.2471472120253,,1163
N1,443.024,RCC Girder Bridge,bridge,Chowdhory Para Bridge,45.6,C,21.0097686468354,92.2495377240506,,1164
N1,443.294,link,link,link,516.0,,21.0077969715309,92.25090878148279,,1165
N1,443.564,Slab Culvert,bridge,RONGI HALI BOX CULVERT,2.8,B,21.0058252962264,92.252279838915,,1166
N1,443.9395,link,link,link,743.0,,21.002615596427802,92.2530006327159,,1167
N1,444.315,RCC Girder Bridge,bridge,Rongi-Khali Bridge,12.5,C,20.9994058966292,92.2537214265168,,1168
N1,444.8965,link,link,link,1142.0,,20.9943820795814,92.25414632963304,,1169
N1,445.478,RCC Girder Bridge,bridge,ALA KHALI KUNA PARA,29.9,C,20.9893582625336,92.2545712327493,,1170
N1,445.9565,link,link,link,941.0,,20.98534499073985,92.2533423579105,,1171
N1,446.435,Box Culvert,bridge,LADA BAZAR BOX CULVERT,1.2,C,20.9813317189461,92.2521134830717,,1172
N1,446.5725,link,link,link,256.0,,20.98017984815015,92.2516681649663,,1173
N1,446.71,RCC Girder Bridge,bridge,LADAPARA RCC GIDER BRIDGE,36.6,C,20.9790279773542,92.2512228468609,,1174
N1,446.897,link,link,link,354.0,,20.97748259947845,92.25060635618306,,1175
N1,447.084,Slab Culvert,bridge,NAYAPARA BOX CULVERT,2.8,A,20.9759372216027,92.2499898655052,,1176
N1,447.2425,link,link,link,300.0,,20.97460769930305,92.24968299036,,1177
N1,447.401,RCC Girder Bridge,bridge,Noya Para Bridge,30.4,C,20.9732781770034,92.2493761152148,,1178
N1,447.647,link,link,link,476.0,,20.971217629881,92.2490145081821,,1179
N1,447.893,Box Culvert,bridge,NAYA PARA BOX CULVERT,1.2,A,20.9691570827586,92.2486529011494,,1180
N1,447.97349999999994,link,link,link,156.0,,20.9685052489423,92.24881249805365,,1181
N1,448.054,RCC Girder Bridge,bridge,Mosinni Mor Bridge,8.8,B,20.967853415126,92.2489720949579,,1182
N1,448.22249999999997,link,link,link,332.0,,20.9667110050407,92.2499222439181,,1183
N1,448.391,Box Culvert,bridge,NOYA PARA CULVERT,1.2,A,20.9655685949554,92.2508723928783,,1184
N1,448.43600000000004,link,link,link,89.0,,20.96526824332335,92.2511506317507,,1185
N1,448.481,Box Culvert,bridge,NOYA PARA CULVERT,1.2,A,20.9649678916913,92.2514288706231,,1186
N1,448.531,link,link,link,99.0,,20.964578586867297,92.25165532045085,,1187
N1,448.581,Box Culvert,bridge,NOYA PARA (MUSJID BOX CULVERT(L,1.2,A,20.9641892820433,92.2518817702786,,1188
N1,448.581,Box Culvert,bridge,NOYA PARA BOX CULVERT(R,1.2,A,20.9641892820433,92.2518817702786,,1189
N1,448.75350000000003,link,link,link,340.0,,20.96280621334305,92.25256788156784,,1190
N1,448.926,RCC Girder Bridge,bridge,Noya Para Bridge,9.2,A,20.9614231446428,92.2532539928571,,1191
N1,449.0135,link,link,link,150.0,,20.960684070003502,92.25348636596495,,1192
N1,449.101,RCC Girder Bridge,bridge,Jadirghat Bridge,41.75,C,20.9599449953642,92.2537187390728,,1193
N1,449.27,link,link,link,317.0,,20.95852250415265,92.25418569894815,,1194
N1,449.439,Box Culvert,bridge,JADIMORH BOX CULVERT,1.2,A,20.9571000129411,92.2546526588235,,1195
