,index,road,km,type,name,length,condition,lat,lon,model_type
9226,8644,Z1201,7.085,RCC Girder Bridge,COSBA HOSPATI BRIDGE,12.0,D,23.7524420974093,91.094227823316,bridge
9227,8645,Z1201,7.771,Truss with Steel Deck,Kosba Bazar Steel Bridge.,40.0,C,23.7510235178378,91.0873687562162,bridge
9228,8646,Z1201,8.953,Slab Culvert,KALIKAPUR CULVERT,1.0,A,23.7461328510309,91.0788138548969,bridge
9229,8647,Z1201,9.201,Slab Culvert,KALIKAPUR CULVERT,1.0,A,23.7446413994845,91.0772691600515,bridge
9230,23489,Z1201,9.66,sourcesink,sourcesink,0.0,,23.7431386,91.073666,sourcesink
9231,291,Z1202,0.0,sourcesink,sourcesink,0.0,,23.8393052,91.1566944,sourcesink
9232,8648,Z1202,1.15,Box Culvert,.,9.2,A,23.8320861125,91.1645272928571,bridge
9233,8649,Z1202,1.75,Baily with Steel Deck,.,53.0,A,23.8296548373134,91.1695967507462,bridge
9234,8650,Z1202,2.3,Box Culvert,.,9.8,A,23.8295373305949,91.1745274926345,bridge
9235,8651,Z1202,3.0,Box Culvert,.,6.8,B,23.8300150503,91.1813129093,bridge
9236,8652,Z1202,4.29,Baily with Steel Deck,.,16.0,B,23.8325614720867,91.1935083560975,bridge
9237,8653,Z1202,5.38,PC Girder Bridge,Mogra Bridge,40.88,C,23.8326686069767,91.1997141488372,bridge
9238,8654,Z1202,7.39,RCC Girder Bridge,Daba Gram Bridge,10.28,C,23.8493775207036,91.2058083196211,bridge
9239,8655,Z1202,8.65,Baily with Steel Deck,Debgram Steel Bridge,30.5,A,23.8600328393939,91.2077306666666,bridge
9240,8656,Z1202,9.5,Box Culvert,.,11.0,A,23.8673494558139,91.2081602348837,bridge
9241,8657,Z1202,9.55,RCC Girder Bridge,.,6.1,C,23.8672077600676,91.2085182668358,bridge
9242,8658,Z1202,11.2,Box Culvert,.,23.17,A,23.8589044211009,91.2216553339449,bridge
9243,8659,Z1202,13.78,Baily with Steel Deck,.,42.7,A,23.8456662710491,91.2422196598937,bridge
9244,8660,Z1202,14.9,Baily with Steel Deck,.,15.2,A,23.8409444444444,91.2515,bridge
9245,23530,Z1202,15.057,sourcesink,sourcesink,0.0,,23.840333,91.2530556,sourcesink
9246,292,Z1205,0.0,sourcesink,sourcesink,0.0,,23.637583,90.9708327,sourcesink
9247,8661,Z1205,0.56,Slab Culvert,.,1.85,D,23.6376703190476,90.96562,bridge
9248,8662,Z1205,1.38,Box Culvert,.,1.5,A,23.6381165090252,90.9578052140794,bridge
9249,8663,Z1205,3.9,Box Culvert,.,3.64,A,23.63881631,90.9332729874999,bridge
9250,8664,Z1205,4.15,Box Culvert,.,1.95,A,23.63911075,90.9310132,bridge
9251,8665,Z1205,4.9,RCC Girder Bridge,Dokhinpara choto musjid Bridge,6.7,C,23.6394990926229,90.9241570221311,bridge
9252,8666,Z1205,5.18,Slab Culvert,.,1.9,A,23.6405150944444,90.9216736777777,bridge
9253,8667,Z1205,5.28,Box Culvert,.,2.4,A,23.6408815875,90.920815275,bridge
9254,8668,Z1205,5.4,RCC Girder Bridge,.,11.6,A,23.641333,90.9198327,bridge
9255,8669,Z1205,6.45,RCC Girder Bridge,Shonapur Ino Bridge,13.5,C,23.6462541462184,90.9127022668067,bridge
9256,8670,Z1205,7.26,Slab Culvert,.,2.7,A,23.64673975,90.9050753928571,bridge
9257,8671,Z1205,7.45,Box Culvert,.,7.0,A,23.6468449953964,90.9032605365728,bridge
9258,8672,Z1205,7.81,Box Culvert,.,4.9,A,23.6471348496453,90.8998529248227,bridge
9259,8673,Z1205,7.95,Box Culvert,.,4.0,A,23.6474595021276,90.8985871234042,bridge
9260,8674,Z1205,8.15,Box Culvert,.,4.86,A,23.6477632069767,90.8966501906976,bridge
9261,8675,Z1205,9.25,Box Culvert,.,6.9,A,23.6481221590909,90.88610575,bridge
9262,8676,Z1205,9.75,Box Culvert,.,6.8,A,23.6488042508474,90.8816965728813,bridge
9263,8677,Z1205,10.11,RCC Girder Bridge,.,7.0,A,23.6503094873015,90.8786889031746,bridge
9264,8678,Z1205,10.35,PC Girder Bridge,Shonapur (2 Bridge,26.6,A,23.6513475815286,90.876543815605,bridge
9265,8679,Z1205,11.55,PC Girder Bridge,Rogonathpur Bridge,217.15,A,23.6557852045016,90.8660212649517,bridge
9266,8680,Z1205,13.17,RCC Girder Bridge,Kashipur Bridge,19.2,A,23.6599127,90.8511904857142,bridge
9267,8681,Z1205,13.45,Box Culvert,.,3.65,A,23.6603929585365,90.8485120195122,bridge
9268,8682,Z1205,14.2,Box Culvert,.,3.7,A,23.6608681598662,90.8415555571906,bridge
9269,8683,Z1205,14.61,Box Culvert,.,3.65,A,23.6603809088339,90.8373828254417,bridge
9270,8684,Z1205,14.74,RCC Bridge,.,10.15,A,23.6602532975265,90.8361323448763,bridge
9271,8685,Z1205,15.47,Box Culvert,.,3.65,A,23.6584001044025,90.8295904987421,bridge
9272,8686,Z1205,16.11,Box Culvert,.,3.65,A,23.6587008538461,90.8243391076923,bridge
9273,8687,Z1205,16.3,PC Girder Bridge,Sripur Krisnopur Bridge,131.0,A,23.6589823121212,90.8239008818181,bridge
9274,8688,Z1205,17.2,Baily with Steel Deck,Sripur Steel Bridge,6.1,C,23.6666385,90.8185326799999,bridge
9275,8689,Z1205,17.47,Box Culvert,.,4.5,D,23.6677033838274,90.817423887601,bridge
9276,8690,Z1205,18.0,Box Culvert,.,6.8,A,23.6717771,90.8139444,bridge
9277,8691,Z1205,18.3,Box Culvert,.,6.83,A,23.6739685617021,90.8122447085106,bridge
9278,8692,Z1205,19.019,Truss with Steel Deck,Modukupi Bridge,31.0,D,23.6774288004761,90.8069727228571,bridge
9279,8693,Z1205,19.45,RCC Girder Bridge,Mishi Gari Bazar Bridge,11.4,C,23.6787303666666,90.8028896888889,bridge
9280,8694,Z1205,19.6,RCC Girder Bridge,.,12.0,A,23.6792528666666,90.8015668555555,bridge
9281,8695,Z1205,20.24,RCC Girder Bridge,.,10.0,A,23.6816938,90.7960552,bridge
9282,8696,Z1205,20.75,Box Culvert,.,13.8,A,23.6836490775599,90.7916723246187,bridge
9283,8697,Z1205,21.24,Box Culvert,.,3.9,B,23.6835552,90.7871941,bridge
9284,8698,Z1205,21.55,RCC Girder Bridge,.,7.0,A,23.6835277777777,90.7873333333333,bridge
9285,8699,Z1205,21.55,RCC Girder Bridge,Homna Porbapara Bridge,6.9,C,23.6826382,90.794583,bridge
9286,23607,Z1205,21.57,sourcesink,sourcesink,0.0,,23.6826938,90.7779716,sourcesink
9287,293,Z1206,0.0,sourcesink,sourcesink,0.0,,23.6377219,90.969416,sourcesink
9288,8700,Z1206,1.018,RCC Girder Bridge,Nagarpar Bridge,13.5,D,23.64670245,90.9691104,bridge
9289,8701,Z1206,1.689,Box Culvert,PHAHAR NAGAR BOX CULVERT,6.0,B,23.6526078775263,90.969354997285,bridge
9290,8702,Z1206,2.36,RCC Girder Bridge,Barkor Nagar Bridge,16.5,C,23.658687250996,90.9697204370517,bridge
9291,8703,Z1206,2.931,RCC Girder Bridge,BAKHAR NAGAR RCC GIDER BRIDGE,11.5,C,23.6638013975,90.9700916574999,bridge
9292,8704,Z1206,4.65,RCC Girder Bridge,CHONKI RCC GIDER BRIDGE,11.5,D,23.6787496283251,90.9736741862069,bridge
9293,8705,Z1206,5.396,RCC Girder Bridge,CHABITALA RCC GIDER BRIDGE,11.5,D,23.6853436426086,90.9747780593043,bridge
9294,8706,Z1206,5.848,RCC Girder Bridge,Chapitola,7.0,C,23.6892842847058,90.9753995303529,bridge
9295,8707,Z1206,6.728,RCC Girder Bridge,Chabilota Bridge,28.7,C,23.6975419,90.97695934,bridge
9296,8708,Z1206,7.76,RCC Girder Bridge,Khapura Bridge.,16.2,D,23.6981729567164,90.9770789656716,bridge
9297,8709,Z1206,8.847,Box Culvert,BANJGURA CULVERT,3.0,B,23.7072389614541,90.9788918807769,bridge
9298,8710,Z1206,9.413,RCC Girder Bridge,BANGGURZ BRIDGE,23.0,D,23.7151585148214,90.98355029125,bridge
9299,8711,Z1206,9.763,Slab Culvert,BANGGURA SLAB CULVERT,2.0,C,23.7220525613483,90.9871745417977,bridge
9300,8712,Z1206,10.156,Baily with Steel Deck,Dalutpur Bridge,24.3,A,23.725488123741,90.9881134115108,bridge
9301,8713,Z1206,10.543,RCC Girder Bridge,Dalutpur Bazar Bridge,10.0,C,23.7288547377094,90.9890340081005,bridge
9302,8714,Z1206,11.068,Truss with Steel Deck,SHIMLAR PAR BRIDGE,30.8,B,23.7333747436464,90.9902254370165,bridge
9303,8715,Z1206,11.463,Baily with Steel Deck,MOGLISPUR BRIDGE,18.4,A,23.7367229486631,90.9911302171123,bridge
9304,8716,Z1206,12.08,Truss with Steel Deck,Korarpar Bridge,18.4,D,23.7420385133004,90.9925248310344,bridge
9305,8717,Z1206,12.697,Baily with Steel Deck,Matongghor Bridge,60.0,D,23.7474039989932,90.9929997,bridge
9306,8718,Z1206,13.372,Baily with Steel Deck,Kori Bari Bridge,18.4,A,23.7533942168466,90.9955145326133,bridge
9307,8719,Z1206,14.862,Baily with Steel Deck,PRIKASHINPUR BRIDGE,24.3,B,23.7665349782969,90.9950216488058,bridge
9308,8720,Z1206,15.51,Baily with Steel Deck,ARKASIMPUR BRIDGE,24.3,A,23.7723202448275,90.9941423517241,bridge
9309,8721,Z1206,16.93,RCC Girder Bridge,VARGGURA BRIDGE,17.5,C,23.7849546914893,90.992293393617,bridge
9310,8722,Z1206,17.272,RCC Girder Bridge,BAUGARA,5.1,C,23.7879865885714,90.9922750942857,bridge
9311,8723,Z1206,18.054,RCC Girder Bridge,BANGARA BRIDGE,5.1,A,23.7948295486956,90.9921165971014,bridge
9312,8724,Z1206,18.48,RCC Bridge,Baro Vangura Bridge,6.02,C,23.7988477971223,90.9918215736211,bridge
9313,8725,Z1206,18.763,RCC Bridge,Boro Bhangura Bridge,6.95,C,23.801240349315,90.991618409589,bridge
9314,8726,Z1206,19.663,Truss with Steel Deck,Lauri Bridge,24.7,D,23.8090914066878,90.9908009144904,bridge
9315,8727,Z1206,20.093,Box Culvert,JINADPUR CULVERT,5.5,A,23.8130851614754,90.9904217330601,bridge
9316,8728,Z1206,20.968,Truss with Steel Deck,Koribari Steel Bridge,49.55,D,23.8208927084378,90.9896702898517,bridge
9317,8729,Z1206,23.05,RCC Girder Bridge,Ibrahimpur Bash bazar Bridge,11.62,C,23.8378479369955,90.9817647997757,bridge
9318,8730,Z1206,23.36,RCC Girder Bridge,Ibrahimpur Bugidar Bridge,65.69,D,23.840077092233,90.980124192233,bridge
9319,8731,Z1206,23.489,Box Culvert,IBTAHIMPUR,3.7,A,23.8409366071428,90.9792731071428,bridge
9320,8732,Z1206,23.824,Box Culvert,DHULABARARE,1.5,A,23.8431196813953,90.9772180604651,bridge
9321,8733,Z1206,24.377,RCC Girder Bridge,SOYLA BRIDGE,11.8,C,23.8469778209302,90.9740386319767,bridge
9322,8734,Z1206,25.42,RCC Girder Bridge,Conagati Bridge,25.71,C,23.8560340080924,90.9740461803468,bridge
9323,23703,Z1206,28.86,sourcesink,sourcesink,0.0,,23.8863886,90.9708882,sourcesink
9324,294,Z1210,0.0,sourcesink,sourcesink,0.0,,23.8984997,91.1002222,sourcesink
9325,8735,Z1210,0.128,Box Culvert,BIRASAR CULVERT,1.0,A,23.8983903092307,91.0990457815384,bridge
9326,8736,Z1210,0.913,Box Culvert,NATAI BOX CULVERT,1.0,A,23.9107901728449,91.0924542417206,bridge
9327,8737,Z1210,1.287,Box Culvert,NATAI BOX CULVERT,3.9,C,23.9167137849063,91.0893145722487,bridge
9328,8738,Z1210,2.069,RCC Girder Bridge,BAT TALY RCC GIDER BRIDGE,9.2,A,23.9290995192163,91.0827498088074,bridge
9329,8739,Z1210,3.254,RCC Girder Bridge,VATPARA RCC GIDER BRIDGE,9.2,D,23.9478681831005,91.0728019255877,bridge
9330,8740,Z1210,4.712,Baily with Steel Deck,BARO HARON BAZAR BAILEY WITH STEEL DECK,12.2,D,23.9709607670187,91.0605622515502,bridge
9331,8741,Z1210,4.929,RCC Girder Bridge,BORO HARU BRIDGE,12.5,D,23.9743977290971,91.0587405716695,bridge
9332,8742,Z1210,6.026,RCC Girder Bridge,BILKENDUAI BRIDE,12.5,D,23.9912926603773,91.0495044169811,bridge
9333,8743,Z1210,7.354,Box Culvert,TARUA CULVERT,9.4,C,23.9899288597402,91.0365494096103,bridge
9334,8744,Z1210,8.738,RCC Girder Bridge,TARUA CULVERT,9.6,C,23.988456547736,91.0231166860284,bridge
9335,8745,Z1210,9.901,RCC Girder Bridge,Bhoddo barir Bridge,9.3,C,23.9882472800424,91.0118156447983,bridge
9336,8746,Z1210,10.819,RCC Girder Bridge,BAYEK BAZAR BRIDGE,11.7,C,23.9885941686774,91.0028351718097,bridge
9337,8747,Z1210,12.059,RCC Girder Bridge,HUSEN PUR BRIDGE,36.6,C,23.98880876,90.9908385281818,bridge
9338,8748,Z1210,12.642,RCC Girder Bridge,Lalpur Bridge,12.95,C,23.9868651088888,90.9856688155555,bridge
9339,8749,Z1210,13.24,Box Culvert,LALPUR CULVERT,6.0,C,23.9831611411764,90.9817461,bridge
9340,8750,Z1210,13.51,Box Culvert,LALPUR CULVERT,1.0,A,23.9811360698224,90.9802917260355,bridge
9341,23726,Z1210,13.65,sourcesink,sourcesink,0.0,,23.980166,90.9796104,sourcesink
9342,295,Z1216,0.0,sourcesink,sourcesink,0.0,,23.8856663,91.1346941,sourcesink
9343,8751,Z1216,0.025,Box Culvert,.,4.37,A,23.8857588833333,91.1349256,bridge
9344,8752,Z1216,0.98,Box Culvert,.,10.2,A,23.8885552,91.1432497,bridge
9345,8753,Z1216,3.15,Box Culvert,.,12.86,A,23.8963671864864,91.1625176486486,bridge
9346,8754,Z1216,3.58,RCC Girder Bridge,Kurillah Bridge,19.05,A,23.8944289545454,91.1657752545454,bridge
9347,8755,Z1216,3.6,RCC Girder Bridge,.,19.1,A,23.8943518169154,91.1659046512437,bridge
9348,8756,Z1216,4.95,RCC Girder Bridge,Basudeb Bridge,19.0,C,23.8877843795454,91.1769178795454,bridge
9349,8757,Z1216,5.8,RCC Girder Bridge,.,18.3,A,23.8840226390625,91.18421498125,bridge
9350,8758,Z1216,6.49,PC Girder Bridge,Dubla bridge,43.35,A,23.8814505776061,91.1901807274131,bridge
9351,8759,Z1216,7.45,PC Girder Bridge,.,217.15,A,23.8798627183486,91.199317266055,bridge
9352,23759,Z1216,10.59,sourcesink,sourcesink,0.0,,23.8611389,91.218416,sourcesink
9353,296,Z1219,0.0,sourcesink,sourcesink,0.0,,23.4815827,91.0590278,sourcesink
9354,8760,Z1219,1.25,Box Culvert,.,3.65,A,23.4921646011049,91.059650696685,bridge
9355,8761,Z1219,1.8,Box Culvert,.,3.0,A,23.4963761777777,91.0608241111111,bridge
9356,8762,Z1219,2.1,Box Culvert,.,3.2,A,23.4989747205607,91.0610971350467,bridge
9357,8763,Z1219,2.55,Slab Culvert,.,2.9,A,23.5016753305084,91.0628885406779,bridge
9358,8764,Z1219,2.91,RCC Girder Bridge,.,8.77,D,23.504624134375,91.0634444,bridge
9359,8765,Z1219,3.02,Box Culvert,.,1.98,A,23.5056006499999,91.0634444,bridge
9360,8766,Z1219,3.63,Box Culvert,.,3.6,A,23.5106399076233,91.063245606278,bridge
9361,8767,Z1219,4.05,Slab Culvert,.,2.3,A,23.5137368612535,91.0615515393162,bridge
9362,8768,Z1219,5.15,Box Culvert,.,3.6,A,23.5229463595078,91.0620924145413,bridge
9363,8769,Z1219,6.54,Baily with Steel Deck,.,18.25,A,23.5342398107279,91.061527419157,bridge
9364,8770,Z1219,8.55,Box Culvert,.,6.9,A,23.5517080333333,91.0630994391304,bridge
9365,23797,Z1219,16.52,sourcesink,sourcesink,0.0,,23.5369719,91.0979441,sourcesink
9366,297,Z1220,0.0,sourcesink,sourcesink,0.0,,23.6978052,90.9770271,sourcesink
9367,8771,Z1220,2.3,Box Culvert,.,6.9,A,23.7054591671875,90.9588350796875,bridge
9368,8772,Z1220,2.738,Box Culvert,.,8.0,A,23.7071138791666,90.9553574702381,bridge
9369,8773,Z1220,2.88,Box Culvert,.,6.96,A,23.7080765208333,90.9559679011904,bridge
9370,8774,Z1220,3.011,Box Culvert,.,7.45,A,23.7090870333333,90.9561092666666,bridge
9371,8775,Z1220,5.376,Box Culvert,.,13.4,A,23.7166650172932,90.9389821488721,bridge
9372,8776,Z1220,6.841,Box Culvert,.,6.9,A,23.7194128745,90.9275067380999,bridge
9373,8777,Z1220,7.654,Box Culvert,.,13.42,A,23.7196464944262,90.9214341406557,bridge
9374,8778,Z1220,9.05,Box Culvert,.,7.5,A,23.7200717567961,90.9061106121359,bridge
9375,8779,Z1220,10.437,Box Culvert,.,14.4,C,23.7200516069808,90.8930127066317,bridge
9376,8780,Z1220,10.724,Box Culvert,.,13.0,A,23.7193594477751,90.8904072758782,bridge
9377,8781,Z1220,12.038,Box Culvert,.,6.96,A,23.7190331162162,90.8811765216216,bridge
9378,8782,Z1220,13.449,Box Culvert,.,3.5,A,23.7087324315789,90.8786155526315,bridge
9379,8783,Z1220,14.024,Box Culvert,.,3.6,A,23.703898202521,90.8792404857142,bridge
9380,8784,Z1220,14.824,Slab Culvert,.,2.15,A,23.6969215125,90.88078926875,bridge
9381,8785,Z1220,14.996,Truss with Steel Deck,Mirzapur steel Bridge,31.25,A,23.695559084375,90.8809945265625,bridge
9382,8786,Z1220,15.878,RCC Girder Bridge,.,16.5,D,23.6877565741324,90.8822736082018,bridge
9383,8787,Z1220,16.218,RCC Girder Bridge,Anamuk Bridge,24.5,A,23.6865533259927,90.879981269675,bridge
9384,8788,Z1220,16.218,RCC Girder Bridge,.,15.6,C,23.6872777777777,90.8823055555555,bridge
9385,23846,Z1220,16.554,sourcesink,sourcesink,0.0,,23.6856941,90.8769993,sourcesink
9386,298,Z1221,0.0,sourcesink,sourcesink,0.0,,23.6391663,90.9487497,sourcesink
9387,8789,Z1221,0.9,Box Culvert,.,12.5,A,23.6458028285714,90.9478782742857,bridge
9388,8790,Z1221,0.94,Box Culvert,.,7.14,A,23.6459163,90.9480351448275,bridge
9389,8791,Z1221,1.3,Box Culvert,.,6.9,A,23.6486679037735,90.948963535849,bridge
9390,8792,Z1221,2.38,Box Culvert,.,7.0,A,23.6621111,90.9494513846153,bridge
9391,8793,Z1221,3.1,RCC Girder Bridge,.,14.8,C,23.6621359214285,90.9482090071428,bridge
9392,8794,Z1221,3.38,Box Culvert,.,4.63,A,23.6645849195918,90.9479588604081,bridge
9393,8795,Z1221,3.9,RCC Girder Bridge,.,9.8,A,23.6689833786666,90.9478882293333,bridge
9394,8796,Z1221,4.28,Box Culvert,.,3.56,C,23.6702058400611,90.9449215051987,bridge
9395,8797,Z1221,4.5,Box Culvert,.,1.97,A,23.6714579562691,90.9442113828746,bridge
9396,8798,Z1221,4.6,Baily with Steel Deck,.,18.2,A,23.6720271,90.9438886,bridge
9397,8799,Z1221,5.45,Box Culvert,.,1.9,A,23.6792586222222,90.9432342666666,bridge
9398,8800,Z1221,5.91,Truss with Steel Deck,Zatrapur steel Bridge,15.16,A,23.682833772549,90.9437595039215,bridge
9399,8801,Z1221,6.1,Box Culvert,.,6.95,A,23.6842052186274,90.944225190196,bridge
9400,8802,Z1221,7.1,Truss with Steel Deck,Kana Bridge,24.3,A,23.6908144833333,90.9408700083333,bridge
9401,8803,Z1221,7.85,Box Culvert,.,1.96,A,23.697237183539,90.9409389337448,bridge
9402,8804,Z1221,9.225,Box Culvert,.,6.1,A,23.7051448523809,90.9433177440476,bridge
9403,8805,Z1221,9.78,Box Culvert,.,6.1,A,23.7068333,90.9467774,bridge
9404,8806,Z1221,10.06,Box Culvert,.,6.1,A,23.7092908833333,90.9471015388888,bridge
9405,8807,Z1221,10.48,Box Culvert,.,18.35,A,23.7125049081927,90.9467247113253,bridge
9406,8808,Z1221,10.79,Baily with Steel Deck,.,33.0,A,23.7150694666666,90.94796725,bridge
9407,8809,Z1221,11.44,Box Culvert,.,1.92,A,23.7202873961783,90.9494149401273,bridge
9408,8810,Z1221,11.68,Box Culvert,.,13.26,A,23.7221938,90.9499441,bridge
9409,8811,Z1221,12.55,Box Culvert,.,7.0,A,23.7295737387096,90.951451632258,bridge
9410,8812,Z1221,13.13,Box Culvert,.,1.93,A,23.7345744382022,90.9503889730337,bridge
9411,8813,Z1221,13.55,Baily with Steel Deck,.,39.0,B,23.7379719,90.9494163,bridge
9412,8814,Z1221,15.88,Box Culvert,.,13.3,A,23.758336490909,90.9513680454545,bridge
9413,23918,Z1221,25.67,sourcesink,sourcesink,0.0,,23.7376941,90.8874163,sourcesink
9414,299,Z1401,0.0,sourcesink,sourcesink,0.0,,23.3513611,91.1386663,sourcesink
9415,8815,Z1401,0.831,Box Culvert,JALAL PUR CU7LVERT,3.0,A,23.3530141674418,91.1305846418604,bridge
9416,8816,Z1401,2.496,Slab Culvert,MATIHARA CULVERT,1.5,A,23.3603965923847,91.1169851356713,bridge
9417,8817,Z1401,2.741,Slab Culvert,MATIHARA CULVERT2,1.5,A,23.3617064681818,91.1152120826446,bridge
9418,8818,Z1401,2.861,Slab Culvert,MATIHARA CULVERT 3,1.5,A,23.362360740909,91.1143651404958,bridge
9419,8819,Z1401,3.055,Slab Culvert,VABOGRAM CULVERT,1.5,A,23.3634173528517,91.1129635604562,bridge
9420,8820,Z1401,3.646,Slab Culvert,AMRATOLI BAZAR,1.5,A,23.3666211121672,91.1082611779467,bridge
9421,8821,Z1401,3.758,RCC Girder Bridge,amratoli bazar bridge,5.2,C,23.3672282543726,91.1073700326996,bridge
9422,8822,Z1401,4.394,RCC Girder Bridge,Safurda Bridge,6.5,C,23.3686447245238,91.1014561780952,bridge
9423,8823,Z1401,5.021,RCC Girder Bridge,DIGAT BRIDGE,9.8,A,23.3697259243611,91.0954572729131,bridge
9424,8824,Z1401,5.972,RCC Girder Bridge,Digolgoa Bridge,8.0,B,23.3716164019978,91.0864759419558,bridge
9425,8825,Z1401,6.911,Slab Culvert,LATIF PUR CULVERT,1.5,A,23.3740476590229,91.0777904824526,bridge
9426,8826,Z1401,7.597,Slab Culvert,GINSAR CULVERT,1.5,A,23.3748673708333,91.0712481666666,bridge
9427,8827,Z1401,7.866,Slab Culvert,GINSAR CULVERT 2,1.5,C,23.3750897495039,91.0686610698412,bridge
9428,8828,Z1401,8.512,Slab Culvert,HATAN PARA,1.0,A,23.3759043950363,91.0626311027845,bridge
9429,8829,Z1401,8.965,Slab Culvert,HOSP-ITAL MORE CULVERT,1.0,A,23.3763416390804,91.0584409287356,bridge
9430,8830,Z1401,9.232,Slab Culvert,BARURA BAZAR,1.2,A,23.376346834122,91.0559982691158,bridge
9431,8831,Z1401,9.875,Box Culvert,UTTOR BARURA,3.5,A,23.3781039937733,91.0511937859277,bridge
9432,8832,Z1401,10.292,Slab Culvert,URZONTALT CUVERT,1.2,A,23.3790665789529,91.0475572329059,bridge
9433,8833,Z1401,10.73,Slab Culvert,URZANTALA 2 CULVERT,0.8,A,23.3800284475427,91.0436446200854,bridge
9434,8834,Z1401,10.891,Box Culvert,URZANTALA CULVRET,9.3,A,23.3803820111111,91.0422064222222,bridge
9435,8835,Z1401,13.186,RCC Girder Bridge,Bawra para Bridge,7.2,C,23.3810790486692,91.021175721673,bridge
9436,8836,Z1401,13.353,Slab Culvert,DAWRA PARA SLAB CULVERT,3.5,C,23.3813289292682,91.0196433341463,bridge
9437,8837,Z1401,14.408,RCC Girder Bridge,Hormuz Bridge,26.25,C,23.3774694490909,91.0107510630303,bridge
9438,8838,Z1401,15.334,Baily with Steel Deck,MADDA BAILY BRIDGE,9.0,C,23.3769141381062,91.001936208314,bridge
9439,8839,Z1401,15.942,Slab Culvert,MADDA CULVERT,1.5,A,23.3784631762478,90.9966673700516,bridge
9440,8840,Z1401,17.085,Box Culvert,JALAM BOX CULVERT,4.2,B,23.3809456591623,90.9861056811518,bridge
9441,8841,Z1401,17.329,Slab Culvert,DAKHIN JATAM CULVERT,0.8,A,23.3795091770833,90.9849822,bridge
9442,8842,Z1401,17.465,Slab Culvert,DAKHIN JALAM 2,1.0,A,23.3784335493055,90.9846739333333,bridge
9443,8843,Z1401,17.655,Slab Culvert,DAKHIN JALAM 3,1.0,A,23.3769308340277,90.9842432666666,bridge
9444,8844,Z1401,17.75,RCC Girder Bridge,DAKHIN JALAM (4,5.7,C,23.3761794763888,90.9840279333333,bridge
9445,8845,Z1401,18.831,Box Culvert,BOTTOLI CUVERT,3.0,A,23.3678224885297,90.9829772901981,bridge
9446,8846,Z1401,19.433,Slab Culvert,CHOTO BARORA CULVERT,1.5,A,23.3626140043321,90.9831739628158,bridge
9447,8847,Z1401,19.898,Slab Culvert,BALLAI CUVERT,1.5,A,23.3587373107623,90.9831359553811,bridge
9448,8848,Z1401,21.099,RCC Girder Bridge,ADDA BRIDGE,17.0,A,23.3495979445312,90.9826727679687,bridge
9449,8849,Z1401,21.384,Box Culvert,ADDA BAZAR CULVERT,3.0,A,23.345848596,90.982349368,bridge
9450,8850,Z1401,23.609,Box Culvert,BAGMARA CULVERT,4.0,B,23.3278920478589,90.9811503264483,bridge
9451,8851,Z1401,25.541,Slab Culvert,GAFUR BAZAR SLAB CULVERT,1.0,A,23.3138756549537,90.9836507795244,bridge
9452,8852,Z1401,25.57,Box Culvert,GAFUR BAZAR CULVERT,3.0,A,23.3136734939233,90.9837795517833,bridge
9453,8853,Z1401,25.707,Box Culvert,BATAR SHAR CULVERT,6.3,A,23.3127184573315,90.9843878896961,bridge
9454,8854,Z1401,25.956,Box Culvert,BATARSHAR CULVERT 2,3.0,A,23.3108398654205,90.9854326794392,bridge
9455,8855,Z1401,26.565,Slab Culvert,SONAIMURI CULVERT,1.2,A,23.3059600802395,90.9871894317365,bridge
9456,8856,Z1401,27.316,Slab Culvert,SONAIMURI 2 CULVERT,1.5,A,23.3000629561264,90.9873614586956,bridge
9457,8857,Z1401,27.502,Slab Culvert,ADDA SLAB CULVERT,1.5,A,23.2985039712328,90.9873921189041,bridge
9458,8858,Z1401,27.867,Slab Culvert,ADRA CULVERT,1.2,A,23.29544964,90.98772741,bridge
9459,8859,Z1401,27.924,Box Culvert,ADRA BOX CULVERT,3.5,A,23.294953247027,90.9878301178378,bridge
9460,8860,Z1401,28.008,Box Culvert,ADRA CULVERT 3,1.2,A,23.2942217205405,90.9879814767567,bridge
9461,8861,Z1401,28.533,Box Culvert,CHANGIRI CULVERT,3.0,A,23.2902730473029,90.9884767344398,bridge
9462,8862,Z1401,28.956,Slab Culvert,CHANGINIA (2 CULVERT,1.2,A,23.2881440695945,90.98924001509,bridge
9463,8863,Z1401,29.316,Slab Culvert,CHANGINIA (3CULVERT,1.2,A,23.2867549554054,90.9915476932432,bridge
